?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/ZP_0138440>	"Abnormal(ly) size (of) cranial cartilage."	
<http://purl.obolibrary.org/obo/ZP_0108901>	"Abnormal(ly) quality (of) anal fin lepidotrichium 3."	
<http://purl.obolibrary.org/obo/ZP_0100367>	"Abnormal(ly) process quality (of) equilibrioception."	
<http://purl.obolibrary.org/obo/GO_0042446>		
<http://purl.obolibrary.org/obo/ZP_0007411>	"Abnormal location of the dopaminergic neuron in the brain."	
<http://purl.obolibrary.org/obo/ZP_0143714>	"Abnormal(ly) distended (of) keratinocyte of rough endoplasmic reticulum."	
<http://purl.obolibrary.org/obo/ZP_0007722>	"Congenital absence of the pronephric distal early tubule."	
<http://purl.obolibrary.org/obo/ZP_0006203>	"Abnormal(ly) lacks parts or has fewer parts of type (of) whole organism (pharyngeal arch 3-7)."	
<http://purl.obolibrary.org/obo/ZP_0104641>	"Abnormal(ly) decreased process quality (of) skeletal muscle of skeletal myofibril assembly."	
<http://purl.obolibrary.org/obo/ZP_0003277>	"Small, underdeveloped pectoral fin bud."	
<http://purl.obolibrary.org/obo/ZP_0013397>	"Abnormal(ly) growth rate (of) pronephros development."	
<http://purl.obolibrary.org/obo/CHEBI_16799>	"A 16-hydroxy steroid in which the hydroxy group at position 16 has α-configuration."	
<http://purl.obolibrary.org/obo/ZP_0014747>	"Abnormal(ly) morphology (of) somite border of muscle tendon junction."	
<http://purl.obolibrary.org/obo/ZP_0009653>	"Abnormal(ly) broken (of) inner limiting membrane."	
<http://purl.obolibrary.org/obo/ZP_0109143>	"Abnormal(ly) quality (of) presumptive intervening zone."	
<http://purl.obolibrary.org/obo/ZP_0005296>	"Abnormal(ly) morphology (of) inner optic circle."	
<http://purl.obolibrary.org/obo/ZP_0145237>	"Decreased qualitatively hatching behavior in whole organism."	
<http://purl.obolibrary.org/obo/ZP_0147980>	"Abnormal(ly) decreased process quality (of) ventricular epicardium of wound healing."	
<http://purl.obolibrary.org/obo/ZFS_0000011>		
<http://purl.obolibrary.org/obo/ZP_0138303>	"A decreased occurrence of ribosome biogenesis in skeletal muscle myoblast."	
<http://purl.obolibrary.org/obo/ZP_0108536>	"Abnormal(ly) quality (of) pharyngeal arch 6."	
<http://purl.obolibrary.org/obo/ZP_0108605>	"Abnormality of bipolar neuron."	
<http://purl.obolibrary.org/obo/ZP_0007740>	"Any structural anomaly that causes skeletal muscle cell to be curved shaped."	
<http://purl.obolibrary.org/obo/ZP_0145058>	"Abnormal(ly) shortened (of) hypural 3."	
<http://purl.obolibrary.org/obo/ZP_0146461>	"Abnormal(ly) normal process quality (of) head of bone mineralization."	
<http://purl.obolibrary.org/obo/ZP_0012974>	"Abnormal(ly) length (of) fast muscle cell."	
<http://purl.obolibrary.org/obo/ZP_0142003>	"Abnormal(ly) increased permeability (of) cranial vasculature."	
<http://purl.obolibrary.org/obo/ZP_0002898>	"Abnormal(ly) malformed (of) Kupffer's vesicle."	
<http://purl.obolibrary.org/obo/ZP_0100012>	"Abnormal(ly) normal amount (of) Kupffer's vesicle of motile cilium."	
<http://purl.obolibrary.org/obo/ZP_0022882>	"Abnormal(ly) physical object quality (of) lateral line nerve of glial cell (sensu Vertebrata)."	
<http://purl.obolibrary.org/obo/ZP_0109672>	"Abnormality of pterosphenoid-orbitosphenoid joint."	
<http://purl.obolibrary.org/obo/CHEBI_18132>	"The phosphate of choline; and the parent compound of the phosphocholine family."	
<http://purl.obolibrary.org/obo/ZP_0010503>	"Abnormal(ly) arrested (of) behavioral fear response."	
<http://purl.obolibrary.org/obo/ZP_0105866>	"Abnormal(ly) has fewer parts of type (of) telencephalon (dopaminergic neuron)."	
<http://purl.obolibrary.org/obo/ZP_0149130>	"A decreased occurrence of macromolecule methylation."	
<http://purl.obolibrary.org/obo/ZP_0003624>	"Abnormal(ly) disrupted (of) actin cytoskeleton organization."	
<http://purl.obolibrary.org/obo/ZFS_0000016>		
<http://purl.obolibrary.org/obo/CHEBI_26979>	"An organic tricyclic compound in which at least one of the rings of the tricyclic skeleton contains one or more heteroatoms."	
<http://purl.obolibrary.org/obo/ZP_0021876>	"Abnormal(ly) increased occurrence (of) hatching."	
<http://purl.obolibrary.org/obo/ZP_0017973>	"An abnormally apoptotic leukocyte in head."	
<http://purl.obolibrary.org/obo/ZP_0010086>	"Abnormal(ly) disrupted (of) regulation of brain-derived neurotrophic factor receptor signaling pathway."	
<http://purl.obolibrary.org/obo/ZP_0017640>	"A decreased occurrence of behavior."	
<http://purl.obolibrary.org/obo/ZP_0142389>	"Absence of the Sertoli cell in the testis."	
<http://purl.obolibrary.org/obo/ZP_0010251>	"The presence of an increased number of endodermal cell in the endoderm."	
<http://purl.obolibrary.org/obo/ZP_0017998>	"Abnormal(ly) distended (of) whole organism of ventral region."	
<http://purl.obolibrary.org/obo/ZP_0109395>	"Abnormality of thyroid hormone secreting cell."	
<http://purl.obolibrary.org/obo/ZP_0142631>	"Abnormality of posterior hypaxial muscle."	
<http://purl.obolibrary.org/obo/GO_0031645>		
<http://purl.obolibrary.org/obo/ZP_0103096>	"Abnormal(ly) process quality (of) palate of cell migration."	
<http://purl.obolibrary.org/obo/ZP_0014421>	"Abnormal(ly) increased process quality (of) type B pancreatic cell differentiation."	
<http://purl.obolibrary.org/obo/ZP_0003853>	"Any unspecified morphological anomaly of the grey matter, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/ZP_0141861>	"Abnormal(ly) spatial pattern (of) liver and biliary system of digestive system duct."	
<http://purl.obolibrary.org/obo/ZP_0103826>	"Abnormal(ly) fatty (of) liver of vesicle."	
<http://purl.obolibrary.org/obo/ZP_0128682>		
<http://purl.obolibrary.org/obo/ZP_0130604>		
<http://purl.obolibrary.org/obo/ZP_0108873>	"Abnormality of atrioventricular valve."	
<http://purl.obolibrary.org/obo/ZP_0128683>		
<http://purl.obolibrary.org/obo/ZFS_0000017>		
<http://purl.obolibrary.org/obo/CHEBI_38124>	"Any aldehyde with two aldehyde groups."	
<http://purl.obolibrary.org/obo/ZP_0130684>	"Abnormal(ly) process quality (of) Rohon-Beard neuron of axon guidance."	
<http://purl.obolibrary.org/obo/ZP_0109720>	"Abnormality of anal retractor."	
<http://purl.obolibrary.org/obo/ZP_0013454>	"Abnormal spatial pattern of anal fin distal radial."	
<http://purl.obolibrary.org/obo/ZP_0138322>	"The presence of a reduced number of pronephric mesoderm."	
<http://purl.obolibrary.org/obo/ZP_0015770>	"Abnormal(ly) multinucleate (of) integument of melanoma in situ."	
<http://purl.obolibrary.org/obo/GO_0040040>		
<http://purl.obolibrary.org/obo/CHEBI_58053>	"A nucleoside 5'-monophosphate(2−) that results from the removal of two protons from the phosphate group of IMP; major species at pH 7.3."	
<http://purl.obolibrary.org/obo/ZP_0014043>	"Abnormal(ly) quality (of) eye photoreceptor cell."	
<http://purl.obolibrary.org/obo/ZP_0144548>	"Abnormal(ly) normal process quality (of) eye of apoptotic process."	
<http://purl.obolibrary.org/obo/ZP_0012621>	"Abnormal(ly) has fewer parts of type (of) hematopoietic system (nucleate erythrocyte)."	
<http://purl.obolibrary.org/obo/ZP_0002359>	"Abnormal(ly) cellular motility (of) melanocyte."	
<http://purl.obolibrary.org/obo/ZP_0006092>	"Abnormal(ly) absent (of) hyosymplectic cartilage."	
<http://purl.obolibrary.org/obo/ZP_0109862>	"Abnormality of inferior caudal ventral flexor."	
<http://purl.obolibrary.org/obo/ZP_0101982>	"Abnormal(ly) brown (of) retinal pigmented epithelium of melanins."	
<http://purl.obolibrary.org/obo/ZP_0005468>	"Decreased qualitatively sensory perception of sound."	
<http://purl.obolibrary.org/obo/GO_0031646>		
<http://purl.obolibrary.org/obo/ZP_0000848>	"Abnormal regulation of microtubule cytoskeleton organization."	
<http://purl.obolibrary.org/obo/ZP_0148866>	"The presence of a reduced number of central zone of the optic tectum."	
<http://purl.obolibrary.org/obo/ZP_0018945>	"The presence of a reduced number of macrophage in the midbrain."	
<http://purl.obolibrary.org/obo/ZP_0105981>	"An abnormal reduction in the size of the aortic arch 3."	
<http://purl.obolibrary.org/obo/ZP_0104743>	"Abnormal(ly) distributed (of) intestinal rod of endodermal cell."	
<http://purl.obolibrary.org/obo/ZP_0130605>		
<http://purl.obolibrary.org/obo/ZP_0109961>	"Abnormality of neuromast foramen."	
<http://purl.obolibrary.org/obo/ZP_0106584>	"A decreased occurrence of detection of mechanical stimulus involved in sensory perception of sound in opercular lateral line neuromast."	
<http://purl.obolibrary.org/obo/ZP_0141196>	"The presence of a reduced number of cell in the heart."	
<http://purl.obolibrary.org/obo/ZP_0144637>	"Abnormal(ly) increased amount (of) spleen of lysophosphatidylinositol 18:0(1-)."	
<http://purl.obolibrary.org/obo/ZP_0138429>	"Abnormal(ly) increased amount (of) muscle of nerve sheath tumor."	
<http://purl.obolibrary.org/obo/ZP_0138259>	"Abnormal(ly) increased amount (of) blastoderm of cell projection."	
<http://purl.obolibrary.org/obo/ZP_0101995>	"Abnormal(ly) morphology (of) pronephric duct of non-motile cilium."	
<http://purl.obolibrary.org/obo/ZFS_0000014>		
<http://purl.obolibrary.org/obo/ZP_0006624>	"Abnormal(ly) present (of) parachordal vessel."	
<http://purl.obolibrary.org/obo/ZP_0010594>	"Abnormal(ly) morphology (of) cornea."	
<http://purl.obolibrary.org/obo/ZP_0144570>	"Abnormal(ly) surrounding (of) pancreatic acinar gland (intestine)."	
<http://purl.obolibrary.org/obo/ZP_0009062>	"Abnormal(ly) closure incomplete (of) neural tube."	
<http://purl.obolibrary.org/obo/ZP_0005254>	"An abnormally apoptotic gonad."	
<http://purl.obolibrary.org/obo/ZP_0021278>	"The presence of an increased number of swim bladder."	
<http://purl.obolibrary.org/obo/ZP_0155571>	"Abnormal(ly) increased occurrence (of) pancreatic epsilon cell of transdifferentiation."	
<http://purl.obolibrary.org/obo/ZP_0130606>		
<http://purl.obolibrary.org/obo/ZP_0137440>	"Abnormal spatial pattern of retina."	
<http://purl.obolibrary.org/obo/ZP_0144261>	"Abnormal(ly) morphology (of) presumptive enteric nervous system."	
<http://purl.obolibrary.org/obo/ZP_0018630>	"Abnormal(ly) decreased occurrence (of) retinal outer plexiform layer of synapse assembly."	
<http://purl.obolibrary.org/obo/ZP_0016283>	"Abnormal(ly) increased area (of) mandibular arch skeleton of osteoblast."	
<http://purl.obolibrary.org/obo/ZP_0128680>		
<http://purl.obolibrary.org/obo/ZP_0147606>	"Abnormal(ly) attached to (of) swim bladder of anterior compartment (Weberian apparatus)."	
<http://purl.obolibrary.org/obo/CHEBI_26340>		
<http://purl.obolibrary.org/obo/GO_0000377>		
<http://purl.obolibrary.org/obo/ZP_0106751>	"Arrested female sex differentiation."	
<http://purl.obolibrary.org/obo/ZP_0143132>	"Abnormal(ly) absent (of) lateral hypothalamic nucleus."	
<http://purl.obolibrary.org/obo/ZP_0000258>	"The presence of a reduced number of secondary motor neuron in the spinal cord."	
<http://purl.obolibrary.org/obo/ZFS_0000015>		
<http://purl.obolibrary.org/obo/ZP_0012957>	"Abnormal(ly) degree of pigmentation (of) retinal pigmented epithelium."	
<http://purl.obolibrary.org/obo/ZP_0001120>	"Abnormal(ly) physical object quality (of) caudal tuberculum."	
<http://purl.obolibrary.org/obo/ZP_0002444>	"Abnormal(ly) mottled (of) retinal pigmented epithelium."	
<http://purl.obolibrary.org/obo/CHEBI_63114>	"An agonist that binds to and activates sphingosine 1-phosphate receptors."	
<http://purl.obolibrary.org/obo/ZP_0001974>	"Abnormal(ly) morphology (of) pharyngeal arch 2 skeleton."	
<http://purl.obolibrary.org/obo/ZP_0018041>	"Decreased qualitatively cell population proliferation in hypothalamus."	
<http://purl.obolibrary.org/obo/ZP_0137364>	"A decrease in the level of 5-(hydroxymethyl)cytosine in blastema."	
<http://purl.obolibrary.org/obo/ZP_0019988>	"Abnormal(ly) morphology (of) neural keel of cell."	
<http://purl.obolibrary.org/obo/ZP_0131170>	"Abnormal(ly) increased angle to (of) Meckel's cartilage (Meckel's cartilage)."	
<http://purl.obolibrary.org/obo/ZP_0130607>		
<http://purl.obolibrary.org/obo/ZP_0106618>	"Abnormal(ly) absent (of) blastomere of germ plasm."	
<http://purl.obolibrary.org/obo/ZP_0006288>	"Abnormal(ly) disorganized (of) goblet cell."	
<http://purl.obolibrary.org/obo/ZP_0141348>	"A decreased occurrence of neutrophil activation involved in immune response."	
<http://purl.obolibrary.org/obo/ZP_0103596>	"A decreased occurrence of surfactant homeostasis in swim bladder."	
<http://purl.obolibrary.org/obo/GO_0002775>		
<http://purl.obolibrary.org/obo/ZP_0150899>	"Abnormal(ly) increased magnitude (of) mitochondrial unfolded protein response."	
<http://purl.obolibrary.org/obo/ZP_0013175>	"Abnormal(ly) amount (of) endothelial cell."	
<http://purl.obolibrary.org/obo/ZP_0020146>	"Abnormal(ly) decreased amount (of) neuroectoderm of neural crest cell."	
<http://purl.obolibrary.org/obo/ZP_0130995>	"Abnormal(ly) decreased efficacy (of) heart of animal organ regeneration."	
<http://purl.obolibrary.org/obo/ZP_0020968>	"Abnormal(ly) spatial pattern (of) myocardium of extracellular matrix."	
<http://purl.obolibrary.org/obo/ZP_0128681>		
<http://purl.obolibrary.org/obo/ZP_0150123>	"Abnormal(ly) hypotrophic growth (of) vertebra 4 of bone mineralization."	
<http://purl.obolibrary.org/obo/ZP_0128686>		
<http://purl.obolibrary.org/obo/ZP_0131187>	"Abnormal(ly) decreased volume (of) inner ear."	
<http://purl.obolibrary.org/obo/ZP_0156535>	"Abnormal(ly) quality (of) abducens motor neuron."	
<http://purl.obolibrary.org/obo/ZP_0109446>	"Abnormal(ly) quality (of) dorsal inclinator."	
<http://purl.obolibrary.org/obo/ZP_0100449>	"Abnormal(ly) absent (of) axial hypoblast."	
<http://purl.obolibrary.org/obo/ZP_0010294>	"Abnormal(ly) decreased size (of) optic nerve head."	
<http://purl.obolibrary.org/obo/ZP_0019589>	"The presence of a reduced number of cell in the head kidney."	
<http://purl.obolibrary.org/obo/ZP_0153431>	"Abnormal(ly) increased amount (of) primary motor neuron of GABAergic neuron."	
<http://purl.obolibrary.org/obo/ZP_0150694>	"Abnormal(ly) decreased process quality (of) neuromuscular process controlling posture."	
<http://purl.obolibrary.org/obo/ZP_0138268>	"Abnormal pigment cell development."	
<http://purl.obolibrary.org/obo/ZP_0015084>	"Abnormal(ly) decreased process quality (of) posterior lateral line primordium of adherens junction maintenance."	
<http://purl.obolibrary.org/obo/GO_0042440>		
<http://purl.obolibrary.org/obo/ZP_0013515>	"Abnormal(ly) process quality (of) xanthophore differentiation."	
<http://purl.obolibrary.org/obo/ZP_0001214>	"The presence of a reduced number of dopaminergic neuron in the caudal tuberculum."	
<http://purl.obolibrary.org/obo/ZP_0014435>	"A decreased occurrence of tissue regeneration."	
<http://purl.obolibrary.org/obo/GO_0031649>		
<http://purl.obolibrary.org/obo/ZP_0108440>	"Abnormality of ventroposterior zone olfactory bulb."	
<http://purl.obolibrary.org/obo/CHEBI_26346>		
<http://purl.obolibrary.org/obo/ZP_0109793>	"Abnormal(ly) quality (of) corneal primordium."	
<http://purl.obolibrary.org/obo/ZP_0130608>		
<http://purl.obolibrary.org/obo/ZP_0019355>	"An increased occurrence of pancreas induction."	
<http://purl.obolibrary.org/obo/ZP_0100599>	"Abnormal(ly) increased process quality (of) intestinal bulb of cell population proliferation."	
<http://purl.obolibrary.org/obo/GO_0005272>		
<http://purl.obolibrary.org/obo/ZP_0142634>	"Abnormal(ly) quality (of) anterior-posterior polarized posterior lateral line neuromast."	
<http://purl.obolibrary.org/obo/ZP_0015815>	"A morphological abnormality of the cleithrum in the pectoral fin."	
<http://purl.obolibrary.org/obo/ZP_0016885>	"An abnormality of the neurogenesis in facial ganglion."	
<http://purl.obolibrary.org/obo/GO_2000700>		
<http://purl.obolibrary.org/obo/ZP_0141090>	"Abnormal(ly) decreased process quality (of) UTP:glucose-1-phosphate uridylyltransferase activity."	
<http://purl.obolibrary.org/obo/ZP_0107015>	"Abnormal(ly) morphology (of) ceratobranchial 1 cartilage."	
<http://purl.obolibrary.org/obo/ZP_0128687>		
<http://purl.obolibrary.org/obo/ZP_0140512>	"A decreased occurrence of response to light intensity in whole organism."	
<http://purl.obolibrary.org/obo/ZP_0141187>	"Bifurcation of the rib."	
<http://purl.obolibrary.org/obo/ZP_0009696>	"Abnormal(ly) fan-shaped (of) branchiostegal ray."	
<http://purl.obolibrary.org/obo/CHEBI_32878>	"An acyclic branched or unbranched hydrocarbon having one carbon-carbon double bond and the general formula C<small><sub><em>n</em></sub></small>H<small><sub>2<em>n</em></sub></small>. Acyclic branched or unbranched hydrocarbons having more than one double bond are alkadienes, alkatrienes, etc."	
<http://purl.obolibrary.org/obo/ZP_0138296>	"A decrease in the level of ribosomal RNA in skeletal muscle myoblast."	
<http://purl.obolibrary.org/obo/ZP_0106085>	"Abnormal(ly) color (of) female organism of anal fin."	
<http://purl.obolibrary.org/obo/ZP_0018461>	"Abnormal(ly) decreased amount (of) cerebellum of vascular associated smooth muscle cell."	
<http://purl.obolibrary.org/obo/ZP_0150182>	"Abnormal(ly) malformed (of) caudal fin musculature."	
<http://purl.obolibrary.org/obo/ZP_0023044>	"Any structural anomaly of glomerular basement membrane that causes there to be fewer parts of type podocyte."	
<http://purl.obolibrary.org/obo/GO_0042441>		
<http://purl.obolibrary.org/obo/ZP_0103894>	"Abnormal(ly) spatial pattern (of) corneal stroma."	
<http://purl.obolibrary.org/obo/ZP_0143326>	"Abnormal(ly) structure (of) pronephric duct of cilium."	
<http://purl.obolibrary.org/obo/ZP_0004476>	"Abnormal(ly) decreased occurrence (of) cartilage condensation."	
<http://purl.obolibrary.org/obo/ZP_0107304>	"Abnormal(ly) quality (of) artery."	
<http://purl.obolibrary.org/obo/ZP_0011817>	"Abnormal(ly) deformed (of) myotome."	
